일시,성동구,승차총승객수,하차총승객수
20191230,2.312,193317.0,194624.0
20191231,1.91,183214.0,182522.0
20200101,1.432,70979.0,73303.0
20200102,2.754,185376.0,187127.0
20200103,3.016,196553.0,197441.0
20200104,2.166,127980.0,127288.0
20200105,1.934,91026.0,91980.0
20200106,1.46,191019.0,191846.0
20200107,0.222,187975.0,189321.0
20200108,2.216,197744.0,198643.0
20200109,2.718,198217.0,198560.0
20200110,2.862,205099.0,205187.0
20200111,1.964,138011.0,137575.0
20200112,1.732,101558.0,101275.0
20200113,2.492,191059.0,191915.0
20200114,2.824,195442.0,196313.0
20200115,2.714,198600.0,198447.0
20200116,2.896,196601.0,198007.0
20200117,2.87,203310.0,204490.0
20200118,2.292,138348.0,137865.0
20200119,1.654,95236.0,95558.0
20200120,2.852,194641.0,195437.0
20200121,2.996,196353.0,196712.0
20200122,3.074,197772.0,197088.0
20200123,3.172,185435.0,179808.0
20200124,1.864,66877.0,61089.0
20200125,1.362,51602.0,53410.0
20200126,2.202,68891.0,73425.0
20200127,1.42,75406.0,80988.0
20200128,3.022,173775.0,176780.0
20200129,3.474,186216.0,187828.0
20200130,3.672,186645.0,187936.0
20200131,3.468,189417.0,191140.0
20200201,2.398,112349.0,112450.0
20200202,1.994,76900.0,78188.0
20200203,2.962,176792.0,177888.0
20200204,2.416,179780.0,181381.0
20200205,2.12,177469.0,178627.0
20200206,2.284,174097.0,176040.0
20200207,2.622,181298.0,182946.0
20200208,2.048,108213.0,108453.0
20200209,1.892,75974.0,77104.0
20200210,3.406,174047.0,175688.0
20200211,4.108,180252.0,181171.0
20200212,1.204,177129.0,179027.0
20200213,3.394,183073.0,183990.0
20200214,3.986,189965.0,191602.0
20200215,2.902,119434.0,120066.0
20200216,0.612,79838.0,80953.0
20200217,1.388,179141.0,180960.0
20200218,2.12,180561.0,182287.0
20200219,3.206,177974.0,179226.0
20200220,3.602,173054.0,174057.0
20200221,2.83,170886.0,170476.0
20200222,1.55,92878.0,92802.0
20200223,2.32,62784.0,63410.0
20200224,3.746,150220.0,152021.0
20200225,1.616,141778.0,143701.0
20200226,3.67,142389.0,144370.0
20200227,4.042,138833.0,140145.0
20200228,1.346,133890.0,135374.0
20200229,3.872,69149.0,69278.0
20200301,2.444,44128.0,44806.0
20200302,4.144,132495.0,134572.0
20200303,4.168,133578.0,135145.0
20200304,3.072,131848.0,133686.0
20200305,3.628,132907.0,135024.0
20200306,4.478,136914.0,138669.0
20200307,4.646,73870.0,73986.0
20200308,6.236,49930.0,50840.0
20200309,5.984,137353.0,139059.0
20200310,0.942,134459.0,136449.0
20200311,4.606,138748.0,140756.0
20200312,5.246,136160.0,138025.0
20200313,4.624,139403.0,140897.0
20200314,4.422,78409.0,78296.0
20200315,3.562,50832.0,51764.0
20200316,4.348,137131.0,139212.0
20200317,4.76,137358.0,139037.0
20200318,6.412,141048.0,143059.0
20200319,2.402,134568.0,137158.0
20200320,5.5,145333.0,146843.0
20200321,7.204,81366.0,81418.0
20200322,7.798,54525.0,55671.0
20200323,6.9,137333.0,139482.0
20200324,7.802,140807.0,142342.0
20200325,8.19,142394.0,144136.0
20200326,4.744,139482.0,141532.0
20200327,6.254,145707.0,146879.0
20200328,7.538,83276.0,82881.0
20200329,8.56,56515.0,56828.0
20200330,7.712,140964.0,142989.0
20200331,8.16,142142.0,143714.0
20200401,7.286,143055.0,145210.0
20200402,7.528,143155.0,145134.0
20200403,8.25,148334.0,149779.0
20200404,7.456,85885.0,84974.0
20200405,7.508,57081.0,57366.0
20200406,7.668,143332.0,146235.0
20200407,7.918,145988.0,148034.0
20200408,7.606,146694.0,148969.0
20200409,7.44,146714.0,148740.0
20200410,7.714,151384.0,152636.0
20200411,7.778,87287.0,86914.0
20200412,6.952,56981.0,57963.0
20200413,8.442,144581.0,147087.0
20200414,8.302,152572.0,154134.0
20200415,9.384,79313.0,80039.0
20200416,8.294,149217.0,151658.0
20200417,2.916,149440.0,151388.0
20200418,9.296,95151.0,95176.0
20200419,2.938,57468.0,58695.0
20200420,5.458,149475.0,151588.0
20200421,5.726,153085.0,154824.0
20200422,4.748,152299.0,153893.0
20200423,6.002,154384.0,156661.0
20200424,6.86,161194.0,163248.0
20200425,7.822,97393.0,97052.0
20200426,8.864,67223.0,68130.0
20200427,7.67,155883.0,158197.0
20200428,8.72,158826.0,160805.0
20200429,8.824,165445.0,166368.0
20200430,10.096,87765.0,86431.0
20200501,9.376,96798.0,96223.0
20200502,8.616,89287.0,89781.0
20200503,9.142,65841.0,68349.0
20200504,9.51,137962.0,140313.0
20200505,9.314,77289.0,78961.0
20200506,8.46,162364.0,165223.0
20200507,8.248,165347.0,167127.0
20200508,6.004,169440.0,171042.0
20200509,0.71,89416.0,89852.0
20200510,6.622,68897.0,70516.0
20200511,7.166,159293.0,162178.0
20200512,7.324,160832.0,163070.0
20200513,8.248,162438.0,164762.0
20200514,8.164,160839.0,163631.0
20200515,1.086,159306.0,162105.0
20200516,6.054,99333.0,100028.0
20200517,9.568,71140.0,72743.0
20200518,3.612,155604.0,157872.0
20200519,4.936,158629.0,160963.0
20200520,8.296,167651.0,170531.0
20200521,8.884,166460.0,168806.0
20200522,8.428,170095.0,172511.0
20200523,9.37,109696.0,110201.0
20200524,8.116,68645.0,70148.0
20200525,9.002,163064.0,165289.0
20200526,6.12,163829.0,165641.0
20200527,9.32,166442.0,168263.0
20200528,8.974,163501.0,164986.0
20200529,9.294,166150.0,167772.0
20200530,10.316,101272.0,101377.0
20200531,9.04,68114.0,69081.0
20200601,9.158,158811.0,160816.0
20200602,7.05,158284.0,159725.0
20200603,8.958,163999.0,165769.0
20200604,8.58,163040.0,164455.0
20200605,9.36,167977.0,169435.0
20200606,9.388,91902.0,92150.0
20200607,9.482,68649.0,70631.0
20200608,8.876,157976.0,159585.0
20200609,8.864,161695.0,163578.0
20200610,5.002,164248.0,166228.0
20200611,8.872,162639.0,164816.0
20200612,9.57,166768.0,169235.0
20200613,7.484,102226.0,102656.0
20200614,8.002,68137.0,69639.0
20200615,9.07,163250.0,165085.0
20200616,8.722,166141.0,167566.0
20200617,8.76,168242.0,170313.0
20200618,8.976,166513.0,168150.0
20200619,9.084,171648.0,172895.0
20200620,8.342,105523.0,105457.0
20200621,8.312,70320.0,72085.0
20200622,7.88,161246.0,162909.0
20200623,8.522,165685.0,167496.0
20200624,1.492,160819.0,163292.0
20200625,4.084,164985.0,167206.0
20200626,7.704,172498.0,174131.0
20200627,9.334,108469.0,108324.0
20200628,8.558,74204.0,75916.0
20200629,5.936,163246.0,165618.0
20200630,3.05,163147.0,165305.0
20200701,8.648,168798.0,170784.0
20200702,8.688,169029.0,170643.0
20200703,8.6,173527.0,175626.0
20200704,8.74,107362.0,107776.0
20200705,9.326,72256.0,74818.0
20200706,9.068,165368.0,167761.0
20200707,7.532,167449.0,169453.0
20200708,8.558,170785.0,172650.0
20200709,8.328,170194.0,172072.0
20200710,7.49,172286.0,174435.0
20200711,8.666,108171.0,107341.0
20200712,4.69,72418.0,73852.0
20200713,0.416,159125.0,160853.0
20200714,7.474,169845.0,171242.0
20200715,8.836,174518.0,176205.0
20200716,8.544,171845.0,173664.0
20200717,8.64,174614.0,175948.0
20200718,7.986,107482.0,107874.0
20200719,4.626,64351.0,66243.0
20200720,6.012,162735.0,164750.0
20200721,8.376,170305.0,171963.0
20200722,3.874,168787.0,171036.0
20200723,0.748,167030.0,169536.0
20200724,5.332,172342.0,173346.0
20200725,8.114,107490.0,107903.0
20200726,7.948,73376.0,75049.0
20200727,4.66,162679.0,164959.0
20200728,5.142,167710.0,169428.0
20200729,2.304,164030.0,166230.0
20200730,7.376,165925.0,167867.0
20200731,7.68,169636.0,170967.0
20200801,2.738,90547.0,90000.0
20200802,0.992,60776.0,62780.0
20200803,1.314,147357.0,149217.0
20200804,3.544,154844.0,156824.0
20200805,1.8,156832.0,158492.0
20200806,2.924,167917.0,168321.0
20200807,4.828,172851.0,173618.0
20200808,2.528,103878.0,103438.0
20200809,0.836,61104.0,62608.0
20200810,1.548,161398.0,163420.0
20200811,3.162,164456.0,166378.0
20200812,5.17,170058.0,171499.0
20200813,5.276,167445.0,168600.0
20200814,4.962,166099.0,166149.0
20200815,1.868,85422.0,84543.0
20200816,5.024,69376.0,70879.0
20200817,6.132,89184.0,91648.0
20200818,6.404,152980.0,155123.0
20200819,6.554,148535.0,150109.0
20200820,6.98,145298.0,147465.0
20200821,6.416,144276.0,145684.0
20200822,2.654,71484.0,71515.0
20200823,7.068,49324.0,50844.0
20200824,7.754,139165.0,141293.0
20200825,6.952,140673.0,142785.0
20200826,3.276,138627.0,140480.0
20200827,2.602,129621.0,131299.0
20200828,4.928,137851.0,140092.0
20200829,2.582,67172.0,67276.0
20200830,4.39,42988.0,44378.0
20200831,7.398,129306.0,131129.0
20200901,8.036,127770.0,129498.0
20200902,1.294,124631.0,126498.0
20200903,6.276,124573.0,126513.0
20200904,10.768,134718.0,135971.0
20200905,10.566,71287.0,70878.0
20200906,5.22,45384.0,46833.0
20200907,0.306,125230.0,127666.0
20200908,9.858,136094.0,137628.0
20200909,6.67,133037.0,135094.0
20200910,9.622,136090.0,138575.0
20200911,5.692,139150.0,140820.0
20200912,3.592,74511.0,74077.0
20200913,12.5,53120.0,54173.0
20200914,9.474,142502.0,145030.0
20200915,9.432,147820.0,150117.0
20200916,6.77,147439.0,149305.0
20200917,9.13,150085.0,152158.0
20200918,10.286,156039.0,157928.0
20200919,11.038,94738.0,94682.0
20200920,11.18,62946.0,64243.0
20200921,9.71,153665.0,156276.0
20200922,9.64,156680.0,158802.0
20200923,9.274,159138.0,161384.0
20200924,9.232,158877.0,160952.0
20200925,9.52,164496.0,167142.0
20200926,10.144,100125.0,99643.0
20200927,10.526,66589.0,66983.0
20200928,9.12,159057.0,160181.0
20200929,9.116,156280.0,155603.0
20200930,5.408,57322.0,53580.0
20201001,7.658,38273.0,38152.0
20201002,6.902,51561.0,53835.0
20201003,9.908,65491.0,68211.0
20201004,8.144,59370.0,62972.0
20201005,7.862,154959.0,158001.0
20201006,8.308,160879.0,162920.0
20201007,8.24,163202.0,165250.0
20201008,8.75,167976.0,170642.0
20201009,9.126,95271.0,94501.0
20201010,9.458,96116.0,96783.0
20201011,8.756,66083.0,67661.0
20201012,7.748,161506.0,163628.0
20201013,7.734,166113.0,168090.0
20201014,7.38,168616.0,170293.0
20201015,7.598,167430.0,169119.0
20201016,7.278,170982.0,172864.0
20201017,7.832,108916.0,108611.0
20201018,7.588,74300.0,74799.0
20201019,7.67,165543.0,167436.0
20201020,8.202,171100.0,173049.0
20201021,7.51,171555.0,173133.0
20201022,7.274,171114.0,172980.0
20201023,6.778,177038.0,178414.0
20201024,6.284,111790.0,111167.0
20201025,6.98,76117.0,77002.0
20201026,7.698,168841.0,170513.0
20201027,7.698,171568.0,173519.0
20201028,7.506,173684.0,175176.0
20201029,7.53,172639.0,174536.0
20201030,8.402,178184.0,179689.0
20201031,7.696,118022.0,117175.0
20201101,2.494,70873.0,72462.0
20201102,7.17,168693.0,170635.0
20201103,5.594,173762.0,175359.0
20201104,6.11,174536.0,176062.0
20201105,7.076,175402.0,176610.0
20201106,7.42,178236.0,179589.0
20201107,6.972,117196.0,115697.0
20201108,5.312,79941.0,81367.0
20201109,6.02,169079.0,170847.0
20201110,6.558,175319.0,176896.0
20201111,7.024,178105.0,179934.0
20201112,6.982,175525.0,177094.0
20201113,7.602,179912.0,180307.0
20201114,6.794,113906.0,113464.0
20201115,5.872,78008.0,79564.0
20201116,7.342,169722.0,171604.0
20201117,6.468,171898.0,173594.0
20201118,3.384,170018.0,172032.0
20201119,2.816,163851.0,165127.0
20201120,4.83,172325.0,173264.0
20201121,4.726,102422.0,101810.0
20201122,2.558,65219.0,66474.0
20201123,4.598,160269.0,162469.0
20201124,4.966,157439.0,159159.0
20201125,5.344,157916.0,159974.0
20201126,5.414,153458.0,155586.0
20201127,4.752,151939.0,153086.0
20201128,2.874,81474.0,81276.0
20201129,2.528,55373.0,56887.0
20201130,3.98,146449.0,149019.0
20201201,4.396,146335.0,148145.0
20201202,4.632,149316.0,151572.0
20201203,4.114,149054.0,150630.0
20201204,4.278,149179.0,150131.0
20201205,3.308,89461.0,88751.0
20201206,3.242,61128.0,61142.0
20201207,4.15,143815.0,145956.0
20201208,3.998,139100.0,141316.0
20201209,4.194,138664.0,140918.0
20201210,4.548,138307.0,140205.0
20201211,4.646,140070.0,141755.0
20201212,3.606,72182.0,71902.0
20201213,1.048,43170.0,44438.0
20201214,2.262,127857.0,130298.0
20201215,2.348,128234.0,130261.0
20201216,2.24,128264.0,130004.0
20201217,2.738,129905.0,131686.0
20201218,2.682,133028.0,134553.0
20201219,1.912,66987.0,66905.0
20201220,1.824,43584.0,44360.0
20201221,3.222,131764.0,134134.0
20201222,3.708,132679.0,135001.0
20201223,3.722,134425.0,136192.0
20201224,3.704,134283.0,135184.0
20201225,2.49,52071.0,51707.0
20201226,3.228,58298.0,58929.0
20201227,3.258,40190.0,41573.0
20201228,4.506,128676.0,131195.0
20201229,3.222,129738.0,131999.0
20201230,2.012,124769.0,126953.0
20201231,1.988,118553.0,118286.0
20210101,1.676,35457.0,35313.0
20210102,1.822,53565.0,54718.0
20210103,1.81,40506.0,42671.0
20210104,2.934,134543.0,136916.0
20210105,2.526,134818.0,137065.0
20210106,2.018,140240.0,143774.0
20210107,0.54,145144.0,146214.0
20210108,0.704,135459.0,136986.0
20210109,0.778,70104.0,70098.0
20210110,0.924,47991.0,48107.0
20210111,1.844,135852.0,138307.0
20210112,1.156,147463.0,150074.0
20210113,1.92,145149.0,147192.0
20210114,3.17,142073.0,144278.0
20210115,2.83,142457.0,144581.0
20210116,1.82,77871.0,77997.0
20210117,1.408,50019.0,51459.0
20210118,1.742,147685.0,149950.0
20210119,2.478,144322.0,146831.0
20210120,3.276,150725.0,153083.0
20210121,1.376,148058.0,150746.0
20210122,2.98,151620.0,152748.0
20210123,3.716,88380.0,88154.0
20210124,4.734,60099.0,61213.0
20210125,5.064,151409.0,154167.0
20210126,2.266,151305.0,153644.0
20210127,4.19,155537.0,157903.0
20210128,2.002,151897.0,154208.0
20210129,1.982,149406.0,152090.0
20210130,2.244,89526.0,89361.0
20210131,3.69,60815.0,62181.0
20210201,3.648,152732.0,155350.0
20210202,2.606,154449.0,156644.0
20210203,2.672,161369.0,164252.0
20210204,1.976,160876.0,163158.0
20210205,3.298,161559.0,163493.0
20210206,3.734,95799.0,96098.0
20210207,3.298,65405.0,66290.0
20210208,2.992,157909.0,160447.0
20210209,3.558,159861.0,161796.0
20210210,3.896,153679.0,151760.0
20210211,3.354,54313.0,50814.0
20210212,3.816,35800.0,36668.0
20210213,5.596,59194.0,62523.0
20210214,4.158,58009.0,62169.0
20210215,2.738,150081.0,153168.0
20210216,1.868,158782.0,161419.0
20210217,1.912,156712.0,159380.0
20210218,2.608,159263.0,161936.0
20210219,3.852,166371.0,168433.0
20210220,6.022,102163.0,102872.0
20210221,7.754,71787.0,73254.0
20210222,5.07,160741.0,162867.0
20210223,4.12,162638.0,164770.0
20210224,5.074,164794.0,167702.0
20210225,4.698,165495.0,167728.0
20210226,6.546,170439.0,172671.0
20210227,7.952,106806.0,106739.0
20210228,6.344,76813.0,78051.0
20210301,0.23,60802.0,62541.0
20210302,4.636,164666.0,167408.0
20210303,5.646,168138.0,170576.0
20210304,5.822,167110.0,169111.0
20210305,7.156,176045.0,178221.0
20210306,5.518,109120.0,108987.0
20210307,6.904,75758.0,76932.0
20210308,6.302,164223.0,166315.0
20210309,6.406,169736.0,171615.0
20210310,7.14,171136.0,173083.0
20210311,6.512,169615.0,171541.0
20210312,5.604,174087.0,175581.0
20210313,7.872,113071.0,112861.0
20210314,6.902,74705.0,76595.0
20210315,6.236,165322.0,167551.0
20210316,6.094,168418.0,170742.0
20210317,7.2,171802.0,174541.0
20210318,7.258,171346.0,173444.0
20210319,8.548,178147.0,180173.0
20210320,2.294,102649.0,102553.0
20210321,4.638,76708.0,78262.0
20210322,6.238,166962.0,169086.0
20210323,7.44,171876.0,173584.0
20210324,7.992,173011.0,174503.0
20210325,7.972,173038.0,175020.0
20210326,8.53,178167.0,179365.0
20210327,1.674,103091.0,102178.0
20210328,2.572,67775.0,69327.0
20210329,6.082,167020.0,169222.0
20210330,8.44,172268.0,174009.0
20210331,10.144,175286.0,176820.0
20210401,10.542,176084.0,177297.0
20210402,9.974,181332.0,181831.0
20210403,1.028,94864.0,94363.0
20210404,8.732,76952.0,78078.0
20210405,9.724,169240.0,171522.0
20210406,9.442,172588.0,174678.0
20210407,9.388,171161.0,173651.0
20210408,8.818,173005.0,174471.0
20210409,10.05,177495.0,178952.0
20210410,10.506,113765.0,112654.0
20210411,11.572,78720.0,80024.0
20210412,1.994,161702.0,163842.0
20210413,7.028,170354.0,172522.0
20210414,8.136,172137.0,173794.0
20210415,9.056,172214.0,174215.0
20210416,6.298,170758.0,172450.0
20210417,5.846,106789.0,106284.0
20210418,9.314,78369.0,78583.0
20210419,9.214,166538.0,168732.0
20210420,8.804,172422.0,174198.0
20210421,9.478,173872.0,175786.0
20210422,9.21,171205.0,173241.0
20210423,9.208,176758.0,178007.0
20210424,10.854,110388.0,109734.0
20210425,11.826,77949.0,78565.0
20210426,9.938,168364.0,170288.0
20210427,8.488,170983.0,173325.0
20210428,9.134,173136.0,175574.0
20210429,8.494,173961.0,176273.0
20210430,6.364,177822.0,179326.0
20210501,3.016,99083.0,98973.0
20210502,11.012,80557.0,82278.0
20210503,10.17,169608.0,171704.0
20210504,1.894,169686.0,171288.0
20210505,12.348,97747.0,98488.0
20210506,10.466,172201.0,173993.0
20210507,6.69,174655.0,174979.0
20210508,5.334,96535.0,95266.0
20210509,10.164,76962.0,80402.0
20210510,7.29,164414.0,166922.0
20210511,10.316,173904.0,176200.0
20210512,10.31,175236.0,177187.0
20210513,9.986,175041.0,177027.0
20210514,9.936,181607.0,182917.0
20210515,2.602,106920.0,106298.0
20210516,0.18,64085.0,65436.0
20210517,4.978,166049.0,168239.0
20210518,9.902,179722.0,182203.0
20210519,12.27,103233.0,104614.0
20210520,5.366,169714.0,171917.0
20210521,5.92,175931.0,177585.0
20210522,10.858,115681.0,115196.0
20210523,9.864,77225.0,79157.0
20210524,9.836,170992.0,173307.0
20210525,6.882,173171.0,174907.0
20210526,9.62,176752.0,178127.0
20210527,5.006,170387.0,172095.0
20210528,5.128,173805.0,174752.0
20210529,4.558,110906.0,110098.0
20210530,8.33,79212.0,81393.0
20210531,9.012,166255.0,169138.0
20210601,8.136,170564.0,172577.0
20210602,9.914,172981.0,174579.0
20210603,2.842,168499.0,169777.0
20210604,10.548,180042.0,181409.0
20210605,10.676,114308.0,114296.0
20210606,9.838,76905.0,78857.0
20210607,9.072,165432.0,167733.0
20210608,9.724,169149.0,171607.0
20210609,9.54,171493.0,173475.0
20210610,6.168,170805.0,172417.0
20210611,9.224,171314.0,172802.0
20210612,8.958,108634.0,109215.0
20210613,8.046,74025.0,75545.0
20210614,9.086,164481.0,167211.0
20210615,6.964,170986.0,173495.0
20210616,10.438,177709.0,179412.0
20210617,8.57,174902.0,177173.0
20210618,5.484,179347.0,180857.0
20210619,9.404,117031.0,117583.0
20210620,9.088,80211.0,82500.0
20210621,10.588,174332.0,176932.0
20210622,9.138,175082.0,177588.0
20210623,9.306,175759.0,178166.0
20210624,10.142,177509.0,180023.0
20210625,10.478,181628.0,183952.0
20210626,8.24,110485.0,110588.0
20210627,7.27,78726.0,81331.0
20210628,8.712,168383.0,171027.0
20210629,7.896,175677.0,177740.0
20210630,8.68,174627.0,176981.0
20210701,9.878,175522.0,178284.0
20210702,10.24,180611.0,182592.0
20210703,3.466,102098.0,102549.0
20210704,2.656,65985.0,67231.0
20210705,9.598,170592.0,173086.0
20210706,10.016,173882.0,176516.0
20210707,8.664,170139.0,172119.0
20210708,8.574,164556.0,166989.0
20210709,9.606,163846.0,165191.0
20210710,7.918,90021.0,89963.0
20210711,6.498,59525.0,60751.0
20210712,8.818,145597.0,148131.0
20210713,9.114,146782.0,148892.0
20210714,8.882,145852.0,147961.0
20210715,6.86,143364.0,145221.0
20210716,8.146,145903.0,147385.0
20210717,8.11,82477.0,81792.0
20210718,7.598,55797.0,57839.0
20210719,7.394,143124.0,145434.0
20210720,9.484,147379.0,149287.0
20210721,8.692,145667.0,148130.0
20210722,8.572,143790.0,146109.0
20210723,8.572,146511.0,148021.0
20210724,7.182,81158.0,81311.0
20210725,6.104,54025.0,55332.0
20210726,8.53,143026.0,145684.0
20210727,8.398,144033.0,146123.0
20210728,8.128,143851.0,146007.0
20210729,8.228,140998.0,143212.0
20210730,9.006,143709.0,144583.0
20210731,6.836,79835.0,79899.0
20210801,3.226,54100.0,55640.0
20210802,6.814,134628.0,137076.0
20210803,8.714,136750.0,139390.0
20210804,8.538,138922.0,141093.0
20210805,8.798,142495.0,145008.0
20210806,8.77,143143.0,144995.0
20210807,8.158,85602.0,86345.0
20210808,6.138,57388.0,59312.0
20210809,9.516,143347.0,146031.0
20210810,9.888,147560.0,150166.0
20210811,9.8,147607.0,150128.0
20210812,6.854,146515.0,148730.0
20210813,10.498,148826.0,150090.0
20210814,10.478,87627.0,87167.0
20210815,10.808,63270.0,64664.0
20210816,10.612,82886.0,85723.0
20210817,5.884,150151.0,153215.0
20210818,9.394,150765.0,153669.0
20210819,11.096,152741.0,155320.0
20210820,10.568,154517.0,156333.0
20210821,3.032,82702.0,82759.0
20210822,10.098,65218.0,67048.0
20210823,3.37,150489.0,152873.0
20210824,3.06,149658.0,152187.0
20210825,8.876,156469.0,158545.0
20210826,9.048,155320.0,157171.0
20210827,6.282,154748.0,156111.0
20210828,10.81,97308.0,97949.0
20210829,10.344,68864.0,70922.0
20210830,10.778,154614.0,156837.0
20210831,1.93,152452.0,155252.0
20210901,8.758,155517.0,157742.0
20210902,11.166,156983.0,159002.0
20210903,11.992,163223.0,164786.0
20210904,13.366,103290.0,104471.0
20210905,12.248,72653.0,74927.0
20210906,5.524,157827.0,160486.0
20210907,1.168,152997.0,154534.0
20210908,10.842,162841.0,165151.0
20210909,11.394,161685.0,163348.0
20210910,10.928,165801.0,167986.0
20210911,11.072,110033.0,111447.0
20210912,10.448,77519.0,79916.0
20210913,10.046,159695.0,161912.0
20210914,10.742,161594.0,164214.0
20210915,10.844,166571.0,169140.0
20210916,11.038,165875.0,167588.0
20210917,11.398,167677.0,167544.0
20210918,10.364,94509.0,91934.0
20210919,8.89,66522.0,64636.0
20210920,8.55,51770.0,50985.0
20210921,6.538,38823.0,41937.0
20210922,10.414,60666.0,66332.0
20210923,11.342,148059.0,151838.0
20210924,11.148,159895.0,162480.0
20210925,11.39,99489.0,100992.0
20210926,11.944,71375.0,73010.0
20210927,9.308,160272.0,162464.0
20210928,5.798,161314.0,163592.0
20210929,4.494,157529.0,159694.0
20210930,10.772,162153.0,165068.0
20211001,10.164,167645.0,169812.0
20211002,11.63,106241.0,106412.0
20211003,11.87,79295.0,81101.0
20211004,5.756,87117.0,88975.0
20211005,8.228,162708.0,165375.0
20211006,5.316,162099.0,164480.0
20211007,8.07,162983.0,165032.0
20211008,5.146,166389.0,167782.0
20211009,10.142,100964.0,100911.0
20211010,2.844,72023.0,73072.0
20211011,10.058,91745.0,94211.0
20211012,9.9,165254.0,167565.0
20211013,10.528,168549.0,170848.0
20211014,10.588,166436.0,168628.0
20211015,9.022,169368.0,170836.0
20211016,5.672,110814.0,110573.0
20211017,5.07,74707.0,75930.0
20211018,6.574,161432.0,164085.0
20211019,7.564,163828.0,166486.0
20211020,8.328,170495.0,172676.0
20211021,8.352,169867.0,171433.0
20211022,8.796,172917.0,174443.0
20211023,8.388,115631.0,115394.0
20211024,7.938,79652.0,81600.0
20211025,8.792,168204.0,170622.0
20211026,9.322,171929.0,173685.0
20211027,9.206,174874.0,176945.0
20211028,9.458,173095.0,175231.0
20211029,9.466,177247.0,179339.0
20211030,8.63,120943.0,120533.0
20211031,7.942,85642.0,87732.0
20211101,9.08,169349.0,169349.0
20211102,9.804,174226.0,174226.0
20211103,9.726,175855.0,175855.0
20211104,9.412,176126.0,176126.0
20211105,9.834,181957.0,181957.0
20211106,9.206,124776.0,124776.0
20211107,9.008,90188.0,90188.0
20211108,1.216,163642.0,163642.0
20211109,2.766,172542.0,172542.0
20211110,5.61,179387.0,179387.0
20211111,6.498,179015.0,179015.0
20211112,6.676,180653.0,180653.0
20211113,6.74,119434.0,119434.0
20211114,6.85,83293.0,83293.0
20211115,7.818,168979.0,168979.0
20211116,7.834,175039.0,175039.0
20211117,7.586,179069.0,179069.0
20211118,7.85,174516.0,174516.0
20211119,8.346,180665.0,180665.0
20211120,6.042,120789.0,120789.0
20211121,4.728,84186.0,84186.0
20211122,5.058,170943.0,170943.0
20211123,4.918,175009.0,175009.0
20211124,6.166,176840.0,176840.0
20211125,6.7,177923.0,177923.0
20211126,6.242,180364.0,180364.0
20211127,5.182,127626.0,127626.0
20211128,4.806,94576.0,94576.0
20211129,6.676,170592.0,170592.0
20211130,1.784,169182.0,169182.0
20211201,4.224,174426.0,176908.0
20211202,4.85,173223.0,175683.0
20211203,4.888,178944.0,180750.0
20211204,3.786,112837.0,112348.0
20211205,4.098,79127.0,80525.0
20211206,6.37,167429.0,169861.0
20211207,6.594,170447.0,172796.0
20211208,6.516,170851.0,173244.0
20211209,6.75,168819.0,171631.0
20211210,5.426,172838.0,174453.0
20211211,4.922,107947.0,109013.0
20211212,3.168,76647.0,77916.0
20211213,4.41,160327.0,162801.0
20211214,4.036,167115.0,169606.0
20211215,5.016,172118.0,174646.0
20211216,5.894,172812.0,174839.0
20211217,3.518,175005.0,176964.0
20211218,1.64,109902.0,110313.0
20211219,1.306,80294.0,81490.0
20211220,4.824,168076.0,171043.0
20211221,5.328,173893.0,176109.0
20211222,5.634,175444.0,177745.0
20211223,5.812,174608.0,177309.0
20211224,3.99,175892.0,176942.0
20211225,1.148,86218.0,88167.0
20211226,0.992,64695.0,66086.0
20211227,2.908,157030.0,159950.0
20211228,3.714,166140.0,168883.0
20211229,3.66,171119.0,173751.0
20211230,3.53,167870.0,169273.0
20211231,2.62,152828.0,151946.0
